Old_name	New_name	Library_name	Population	Position_in_cluster	Genetic_sex_wgs	Read_count	Coverage	Bioproject	REF_Panel	Unrelated	In_lowcov	Comments	lon	lat
M031893C8	M031893	P2_M031893C8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M031893C8/P2_M031893C8.bam	2	147100055	10.8025	NA	0	0	0	Identical_to_M031892	6.94635507000899	46.8434267974316
M031894D8	M031894	P2_M031894D8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M031894D8/P2_M031894D8.bam	2	161710255	10.9091	NA	1	0	0		7.03291285104386	46.8904628863395
M031895B2	M031895	M031895B2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031895B2/M031895B2.bam	1	118038973	11.1082	NA	1	0	0		6.89650557874618	46.8770526244646
M031901A12	M031901	M031901A12	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031901A12/M031901A12.bam	2	136152829	11.2244	NA	1	0	0		6.88469	46.87809
M031969	M031969	M031969	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M031969/M031969.bam	2	116724327	12.7954	NA	1	0	0		6.88469	46.87809
M032002H	M032002	M032002H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032002H/M032002H.bam	1	366212001	31.191	NA	1	0	1		6.5524877754769	46.6737285106857
M032003E7	M032003	P2_M032003E7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M032003E7/P2_M032003E7.bam	1	160940578	12.0252	NA	1	0	0		7.13043372053794	46.9770498149603
M032015A4	M032015	M032015A4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032015A4/M032015A4.bam	2	114311525	10.5069	NA	1	0	0		7.13043372053794	46.9770498149603
M032022	M032022	M032022	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032022/M032022.bam	1	117437019	11.2992	NA	1	0	0		6.84816427016967	46.7156742017986
M032023	M032023	M032023	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032023/M032023.bam	2	118326734	10.9949	NA	1	0	0		6.90898786818808	46.8537047006285
M032024	M032024	M032024	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032024/M032024.bam	2	116392939	10.9043	NA	1	0	0		6.92625743443526	46.8702091656185
M032025C5	M032025	P3_M032025C5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P3_M032025C5/M032025C5.bam	1	136547650	9.0458	NA	1	0	0		6.84778562308615	46.8295912219986
M032051B1	M032051	M032051B1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032051B1/M032051B1.bam	1	108508374	11.5757	NA	1	0	0		6.86444763120679	46.8484702959729
M032108B5	M032108	M032108B5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032108B5/M032108B5.bam	1	108436002	10.0415	NA	1	0	0		6.88085980716096	46.7412065839802
M032119A10	M032119	M032119A10	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032119A10/M032119A10.bam	2	152647935	11.6197	NA	1	0	0		6.88085980716096	46.7412065839802
M032120B10	M032120	M032120B10	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032120B10/M032120B10.bam	1	134039704	10.3719	NA	1	0	0		6.99183146675281	46.8080731661794
M032121C10	M032121	M032121C10	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032121C10/M032121C10.bam	2	138932774	11.3509	NA	1	0	0		6.54966670851362	46.621996867297
M032122D10	M032122	M032122D10	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032122D10/M032122D10.bam	2	136173330	11.0628	NA	1	0	0		6.54966670851362	46.621996867297
M032123E10	M032123	M032123E10	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032123E10/M032123E10.bam	2	128579224	10.3443	NA	1	0	0		6.54966670851362	46.621996867297
M032124H	M032124	M032124H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032124H/M032124H.bam	2	353124962	28.9042	NA	1	1	1		6.5524877754769	46.6737285106857
M032144B4	M032144	M032144B4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032144B4/M032144B4.bam	1	103761466	9.828	NA	1	0	0		6.56280029800517	46.6067872103487
M032203H	M032203	M032203H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032203H/M032203H.bam	1	314934865	26.4028	NA	1	0	0		6.88085980716096	46.7412065839802
M032219H	M032219	M032219H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032219H/M032219H.bam	2	350286890	26.6934	NA	1	1	1		6.93471646292735	46.8262842225228
M032220H	M032220	M032220H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032220H/M032220H.bam	1	343358094	28.432	NA	1	1	1		6.98977423512563	46.8546439682151
M032230H	M032230	M032230H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032230H/M032230H.bam	2	365961867	30.5429	NA	1	1	1		6.7200304252841	46.7812385205119
M032251H3	M032251	M032251H3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032251H3/M032251H3.bam	1	116703578	10.8724	NA	1	1	0		7.059488322243	46.9465946958395
M032254	M032254	M032254	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032254/M032254.bam	1	119284157	11.1352	NA	1	0	0		6.94083747654784	46.7914005521181
M032314	M032314	M032314	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032314/M032314.bam	2	116959022	12.7898	NA	1	1	0		6.99963554510414	46.9420816266729
M032322H7	M032322	M032322H7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032322H7/M032322H7.bam	1	104629942	11.0459	NA	1	1	0		7.059488322243	46.9465946958395
M032330H	M032330	M032330H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032330H/M032330H.bam	1	352662715	29.7661	NA	1	0	0		6.96090251180602	46.8579182661176
M032347E2	M032347	M032347E2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032347E2/M032347E2.bam	2	114431379	12.1279	NA	1	1	0		6.94505648637344	46.795511845684
M032352D6	M032352	P2_M032352D6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M032352D6/M032352D6.bam	2	159987927	12.2301	NA	1	0	0		6.57358953399884	46.7336332935678
M032400	M032400	M032400	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032400/M032400.bam	1	119365197	12.9939	NA	1	0	0		6.94065825500337	46.8788454384307
M032409H2	M032409	M032409H2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032409H2/M032409H2.bam	1	107920758	10.3074	NA	1	0	0		6.90837346201792	46.8708203544548
M032424C1	M032460	M032424C1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M032424C1/M032424C1.bam	1	110696095	11.9026	NA	1	0	0	Notice the name change	6.78180626726075	46.8119259586972
M032441G4	M032441	P3_M032441G4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P3_M032441G4/M032441G4.bam	1	167235763	12.4268	NA	1	0	0		7.03273487369728	46.8810080726158
M032444B9	M032444	P2_M032444B9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M032444B9/P2_M032444B9.bam	1	130757227	10.2914	NA	1	0	0		6.91753187155268	46.8637469660947
M032445C9	M032445	P2_M032445C9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M032445C9/P2_M032445C9.bam	1	119534073	10.2394	NA	1	0	0		6.81952324811699	46.8363347607575
M032446D9	M032446	P2_M032446D9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M032446D9/P2_M032446D9.bam	2	128142955	9.8212	NA	1	0	0		6.91753187155268	46.8637469660947
M032447E9	M032447	P2_M032447E9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M032447E9/P2_M032447E9.bam	1	134028643	10.293	NA	1	0	0		7.03291285104386	46.8904628863395
M032460D1	M032424	M032460D1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032460D1/M032460D1.bam	2	114439298	10.2487	NA	1	0	0	Notice the name change	7.03291285104386	46.8904628863395
M032478A5	M032478	P3_M032478A5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P3_M032478A5/M032478A5.bam	2	185364844	12.1585	NA	1	1	0		6.90837346201792	46.8708203544548
M032487H5	M032487	P2_M032487H5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M032487H5/M032487H5.bam	1	150497489	11.5294	NA	1	0	0		6.86444763120679	46.8484702959729
M033603H	M033603	M033603H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M033603H/M033603H.bam	1	482950091	39.5199	NA	1	0	1		6.5524877754769	46.6737285106857
M033660G11	M033660	M033660G11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M033660G11/M033660G11.bam	2	128207751	9.8588	NA	1	0	0		6.52596765936229	46.6266763691812
M034517F2	M034517	M034517F2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M034517F2/M034517F2.bam	1	110796063	11.8986	NA	1	1	0		7.03291285104386	46.8904628863395
M035431H5	M035431	M035431H5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M035431H5/M035431H5.bam	2	100648662	10.7189	NA	1	1	0		7.03291285104386	46.8904628863395
M037524C2	M037524	M037524C2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037524C2/M037524C2.bam	1	111608816	10.4967	NA	1	0	0		6.9572744865986	46.8339569917039
M037525D2	M037525	M037525D2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037525D2/M037525D2.bam	2	108447733	10.1203	NA	1	0	0		6.9572744865986	46.8339569917039
M037594	M037594	M037594	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M037594/M037594.bam	2	116662690	12.6457	NA	1	1	0		6.97398981806481	46.8199391247446
M037624F6	M037624	P2_M037624F6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M037624F6/P2_M037624F6.bam	2	118264242	10.0096	NA	1	0	0		6.9572744865986	46.8339569917039
M037625G6	M037625	P2_M037625G6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M037625G6/P2_M037625G6.bam	2	131442348	10.9161	NA	1	0	0		6.9572744865986	46.8339569917039
M037626H6	M037626	P2_M037626H6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M037626H6/P2_M037626H6.bam	1	121634011	9.8097	NA	1	0	0		6.7200304252841	46.7812385205119
M037627A7	M037627	P2_M037627A7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M037627A7/P2_M037627A7.bam	2	137182144	10.9559	NA	1	0	0		7.02313225046951	46.91491328347
M037628B7	M037628	P2_M037628B7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M037628B7/P2_M037628B7.bam	2	177506011	13.3683	NA	1	0	0		7.02313225046951	46.91491328347
M037688E8	M037688	M037688E8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037688E8/M037688E8.bam	1	182043006	14.1632	NA	1	0	0		7.02313225046951	46.91491328347
M037689F8	M037689	M037689F8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037689F8/M037689F8.bam	2	114111895	9.1339	NA	1	0	0		6.98117987446983	46.8929664989639
M037690G8	M037690	M037690G8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037690G8/M037690G8.bam	1	121673321	9.8719	NA	1	0	0		6.98117987446983	46.8929664989639
M037758A6	M037758	P2_M037758A6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M037758A6/P2_M037758A6.bam	2	148048572	10.6308	NA	1	0	1		7.02313225046951	46.91491328347
M037759B6	M037759	P2_M037759B6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M037759B6/P2_M037759B6.bam	1	154424799	11.6221	NA	1	0	1		7.02313225046951	46.91491328347
M037761C6	M037761	P2_M037761C6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M037761C6/P2_M037761C6.bam	2	130947250	9.7608	NA	1	0	0		6.98117987446983	46.8929664989639
M037925D6	M037925	M037925D6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037925D6/M037925D6.bam	1	109490060	10.3372	NA	1	0	0		6.98117987446983	46.8929664989639
M037926E6	M037926	M037926E6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037926E6/M037926E6.bam	1	106653842	9.8427	NA	1	0	0		6.98117987446983	46.8929664989639
M037929F6	M037929	M037929F6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037929F6/M037929F6.bam	2	106249871	9.924	NA	1	0	0		6.8670782248886	46.8173653829332
M037930G6	M037930	M037930G6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M037930G6/M037930G6.bam	1	104023553	9.8082	NA	1	0	0		6.97931806144855	46.8051809766415
M037942E6	M037942	P3_M037942E6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M037942E6/P3_M037942E6.bam	1	287813598	14.9203	NA	1	0	0		7.02313225046951	46.91491328347
M037944H6	M037944	P3_M037944H6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M037944H6/P3_M037944H6.bam	1	158962086	10.1702	NA	1	0	0		7.02313225046951	46.91491328347
M038012	M038012	M038012	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M038012/M038012.bam	2	118099803	12.8408	NA	1	0	0		6.57643428055014	46.6276722533694
M038091F5	M038091	P3_M038091F5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M038091F5/P3_M038091F5.bam	1	197727651	11.8763	NA	1	0	1		6.86542821921764	46.8265619337549
M038092G5	M038092	P3_M038092G5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M038092G5/P3_M038092G5.bam	1	147519441	8.7606	NA	1	0	0		7.02127777800684	46.8307901806985
M038093H5	M038093	P3_M038093H5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M038093H5/P3_M038093H5.bam	1	212335642	12.0503	NA	1	0	0		7.03291285104386	46.8904628863395
M038094A6	M038094	P3_M038094A6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M038094A6/P3_M038094A6.bam	1	188930059	10.83	NA	1	0	0		6.90837346201792	46.8708203544548
M038096B6	M038096	P3_M038096B6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M038096B6/P3_M038096B6.bam	1	211955728	12.1694	NA	1	0	0		6.90837346201792	46.8708203544548
M038154C7	M038154	M038154C7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038154C7/M038154C7.bam	1	115728257	9.2102	NA	1	0	0		6.89650557874618	46.8770526244646
M038155D7	M038155	M038155D7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038155D7/M038155D7.bam	2	107156660	8.7627	NA	1	0	0		6.53153524773063	46.6123809613578
M038156E7	M038156	M038156E7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038156E7/M038156E7.bam	1	133561385	10.3512	NA	1	0	0		7.01741910490642	46.8683321349841
M038157F7	M038157	M038157F7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038157F7/M038157F7.bam	1	114142776	10.1257	NA	1	0	0		6.8962912001562	46.8150182057466
M038169	M038169	M038169	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038169/M038169.bam	2	118435953	10.9842	NA	1	0	0		6.8962912001562	46.8150182057466
M038183H6	M038183	M038183H6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038183H6/M038183H6.bam	1	108654863	9.9828	NA	1	0	0		6.95367583149537	46.8740527680069
M038200	M038200	M038200	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038200/M038200.bam	2	119048397	10.9457	NA	1	0	0		6.95367583149537	46.8740527680069
M038321	M038321	M038321	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M038321/M038321.bam	1	118119021	12.9507	NA	1	0	0		7.03291285104386	46.8904628863395
M038351H8	M038351	M038351H8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038351H8/M038351H8.bam	2	128667597	10.4309	NA	1	0	1		6.95561334711886	46.9110232954986
M038353A9	M038353	M038353A9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038353A9/M038353A9.bam	2	129401107	10.1125	NA	1	0	1		6.95561334711886	46.9110232954986
M038355B9	M038355	M038355B9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M038355B9/M038355B9.bam	2	103306969	8.4589	NA	1	0	1		6.95561334711886	46.9110232954986
M038472	M038472	M038472	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M038472/M038472.bam	1	118896082	13.0767	NA	1	1	1		6.95561334711886	46.9110232954986
M038481G6	M038481	P3_M038481G6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M038481G6/P3_M038481G6.bam	1	175962841	10.6458	NA	1	0	0		6.91607726539742	46.8379591093899
M038482F6	M038482	P3_M038482F6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M038482F6/P3_M038482F6.bam	2	265065504	13.7202	NA	1	0	0		6.95367583149537	46.8740527680069
M040627	M040627	M040627	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M040627/M040627.bam	2	116104825	12.6082	NA	1	0	0		6.95367583149537	46.8740527680069
M040628	M040628	M040628	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M040628/M040628.bam	1	114556385	12.6265	NA	1	0	0		6.95367583149537	46.8740527680069
M040918	M040918	M040918	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M040918/M040918.bam	2	118917115	10.9886	NA	1	0	0		6.95367583149537	46.8740527680069
M040919	M040919	M040919	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M040919/M040919.bam	1	118126195	11.1497	NA	1	0	0		6.95367583149537	46.8740527680069
M040920	M040920	M040920	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M040920/M040920.bam	2	135339219	10.5924	NA	1	0	0		6.8962912001562	46.8150182057466
M043044	M043044	M043044	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043044/M043044.bam	2	118051771	10.8639	NA	1	0	0		6.98059198199974	46.9096146857037
M043617	M043617	M043617	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043617/M043617.bam	1	118770295	11.133	NA	1	0	0		6.91753187155268	46.8637469660947
M043618	M043618	M043618	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043618/M043618.bam	1	118513910	11.0612	NA	1	0	0		6.71952384872605	46.7819100182328
M043619	M043619	M043619	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043619/M043619.bam	1	118498817	11.2403	NA	1	0	0		6.49098498067791	46.5484563711697
M043620	M043620	M043620	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043620/M043620.bam	1	119038904	11.3241	NA	1	1	0		6.4756040479222	46.5188148120124
M043762	M043762	M043762	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043762/M043762.bam	1	117965114	11.2007	NA	1	1	0		6.56250609357327	46.5234266549507
M043763	M043763	M043763	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043763/M043763.bam	1	118295465	11.2406	NA	1	0	0		6.57834123259671	46.7630321445809
M043764	M043764	M043764	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043764/M043764.bam	1	117574049	11.1023	NA	1	0	0		6.57834123259671	46.7630321445809
M043765	M043765	M043765	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043765/M043765.bam	2	117318349	10.9603	NA	1	0	0		6.9572744865986	46.8339569917039
M043766	M043766	M043766	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043766/M043766.bam	2	117947676	10.8379	NA	1	0	0		6.93094534238816	46.8348866264837
M043767	M043767	M043767	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M043767/M043767.bam	1	118902864	11.1063	NA	1	0	0		6.93094534238816	46.8348866264837
M047566	M047566	M047566	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M047566/M047566.bam	1	119571122	11.0162	NA	1	0	0		6.93094534238816	46.8348866264837
M047567	M047567	M047567	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M047567/M047567.bam	1	118951019	11.2596	NA	1	0	0		6.93094534238816	46.8348866264837
M047568	M047568	M047568	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M047568/M047568.bam	1	118770174	11.1864	NA	1	0	0		7.01361833211544	46.8629837775822
M047588	M047588	M047588	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M047588/M047588.bam	1	118882858	11.2305	NA	1	0	0		6.8962912001562	46.8150182057466
M031538A8	M031538B	M031538A8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031538A8/M031538A8.bam	2	2516	0	NA	0	0	0	DUP	7.01741910490642	46.8683321349841
M031598D8	M031598B	M031598D8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031598D8/M031598D8.bam	1	2853	0	NA	0	0	0	DUP	7.01741910490642	46.8683321349841
M031610C8	M031610B	M031610C8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031610C8/M031610C8.bam	2	3427	0	NA	0	0	0	DUP	7.01741910490642	46.8683321349841
M032003bD5	M032003B	P3_M032003bD5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M032003bD5/P3_M032003bD5.bam	1	186502573	11.9744	NA	0	0	0	DUP	7.01741910490642	46.8683321349841
M032441B8	M032441B	M032441B8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M032441B8/M032441B8.bam	1	3141	0	NA	0	0	0	DUP	6.54966670851362	46.621996867297
AE01	AE01	TK01	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TK01/TK01.bam	2	216090397	16.0768	PRJNA727977	1	0	0		28.183574	36.399321
AE02	AE02	TK02	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TK02/TK02.bam	2	214825080	15.9233	PRJNA727977	1	0	0		28.183574	36.399321
AE03	AE03	TK03	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TK03/TK03.bam	1	219360067	16.6557	PRJNA727977	1	1	0		26.13723	38.3638
AE04	AE04	TK05	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TK05/TK05.bam	2	215826882	15.8299	PRJNA727977	1	1	0		26.13723	38.3638
AE05	AE05	TK06	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TK06/TK06.bam	1	219507307	16.4221	PRJNA727977	1	1	0		26.8568	37.15344
AE06	AE06	TK04	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TK04/TK04.bam	1	212686294	15.9111	PRJNA727977	1	0	0		26.21799	39.17555
AE07	AE07	TK07	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TK07/TK07.bam	2	230108775	16.7584	PRJNA727977	1	1	0		26.21799	39.17555
AE08	AE08	TK08	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TK08/TK08.bam	1	230639518	17.2486	PRJNA727977	1	1	0		28.183574	36.399321
AE09	AE09	TSP84	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP84/TSP84.bam	1	213753339	15.6055	PRJNA727977	1	0	0		26.840573	37.14877
AE10	AE10	TSP55	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP55/TSP55.bam	2	235235881	16.7735	PRJNA727977	1	1	0		27.94777	36.202531
AE11	AE11	TSP47	AE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP47/TSP47.bam	1	305048280	22.5685	PRJNA727915	1	1	0		24.875394	37.83949
CO01	CO01	CO01	CO	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/CO01/CO01.bam	1	301393929	27.335	NA	1	1	0		9.36797	42.008225
CO02	CO02	CO02	CO	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/CO02/CO02.bam	1	289792341	26.3569	NA	1	1	0		8.701581	42.116124
CO03	CO03	CO03	CO	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/CO03/CO03.bam	2	283012553	26.1645	NA	1	1	0		9.476203	42.051929
CT01	CT01	GRC01	CT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/GRC01/GRC01.bam	1	255008234	18.4866	PRJNA727915	1	0	0		24.87	35.05
