RingID,Sample_name,Population,Sex,Read_count,Coverage,Bioproject,dataset,Longitude,Latitude
M043620,M043620,CH,1,119038904,11.3241,666,CH,6.4756040479222,46.5188148120124
M043762,M043762,CH,1,117965114,11.2007,666,CH,6.56250609357327,46.5234266549507
M043763,M043763,CH,1,118295465,11.2406,666,,6.57834123259671,46.7630321445809
M043764,M043764,CH,1,117574049,11.1023,666,LM3,6.57834123259671,46.7630321445809
M043765,M043765,CH,2,117318349,10.9603,666,,6.9572744865986,46.8339569917039
M043766,M043766,CH,2,117947676,10.8379,666,,6.93094534238816,46.8348866264837
M043767,M043767,CH,1,118902864,11.1063,666,,6.93094534238816,46.8348866264837
M047566,M047566,CH,1,119571122,11.0162,666,LM3,6.93094534238816,46.8348866264837
M047567,M047567,CH,1,118951019,11.2596,666,LM3,6.93094534238816,46.8348866264837
M047568,M047568,CH,1,118770174,11.1864,666,LM3,7.01361833211544,46.8629837775822
M047588,M047588,CH,1,118882858,11.2305,666,LM3,6.8962912001562,46.8150182057466
AE01,TK01,AE,2,216090397,16.0768,PRJNA727977,,28.183574,36.399321
AE02,TK02,AE,2,214825080,15.9233,PRJNA727977,,28.183574,36.399321
AE03,TK03,AE,1,219360067,16.6557,PRJNA727977,,26.13723,38.3638
AE04,TK05,AE,2,215826882,15.8299,PRJNA727977,,26.13723,38.3638
AE05,TK06,AE,1,219507307,16.4221,PRJNA727977,,26.8568,37.15344
AE06,TK04,AE,1,212686294,15.9111,PRJNA727977,,26.21799,39.17555
AE07,TK07,AE,2,230108775,16.7584,PRJNA727977,,26.21799,39.17555
AE08,TK08,AE,1,230639518,17.2486,PRJNA727977,,28.183574,36.399321
AE09,TSP84,AE,1,213753339,15.6055,PRJNA727977,,26.840573,37.14877
AE10,TSP55,AE,2,235235881,16.7735,PRJNA727977,,27.94777,36.202531
AE11,TSP47,AE,1,305048280,22.5685,PRJNA727915,,24.875394,37.83949
CO01,CO01,CO,1,301393929,27.335,666,,9.36797,42.008225
CO02,CO02,CO,1,289792341,26.3569,666,,8.701581,42.116124
CO03,CO03,CO,2,283012553,26.1645,666,,9.476203,42.051929
CT01,GRC01,CT,1,255008234,18.4866,PRJNA727915,,24.87,35.05
CT02,GRC02,CT,1,252629399,18.6106,PRJNA727915,,24.72,35.41
CT03,TSP67,CT,1,212771582,15.6904,PRJNA727915,,25.103043,35.329202
CT04,TSP89,CT,1,262533715,18.4577,PRJNA727915,,25.109721,35.287985
CT05,TSP56,CT,1,273472327,20.0284,PRJNA727915,,25.137519,35.308753
CT06,TSP66,CT,2,239381132,16.7976,PRJNA727915,,25.182014,35.328886
CT07,TSP75,CT,2,225445948,16.3453,PRJNA727915,,25.148686,35.319887
CT08,TSP81,CT,1,247675147,18.1915,PRJNA727915,,25.139704,35.314373
CT09,TSP82,CT,2,249079174,18.0733,PRJNA727915,,26.101714,35.207367
